media,coeficiente_variacao,tendencia,forca_sazonalidade,proporcao_zeros,sku,cluster
925.4833333333333,0.3605772726803517,11.822676962676962,0.999999601227074,0.0,84420671,2
110.76666666666667,0.33904676090799657,0.49513513513513524,0.9999624125284903,0.0,84420797,0
6.194444444444445,0.7366707486158253,0.005971685971685953,0.9823362498313108,0.027777777777777776,84230244,3
28.349999999999998,0.4997496065875359,-0.11876447876447876,0.9996233389577652,0.0,84130057,0
90.67534722222223,0.31891749418085397,1.062894144144144,0.9999651073952398,0.0,84420617,0
1.2238792777777778,0.9494943989175986,0.02872646254826255,0.7977539016991432,0.19444444444444445,84220245,3
118.17499999999998,0.32617286824337133,0.04624195624195621,0.9999716841367923,0.0,84421030,0
966.5819444444446,0.35711728245816804,14.270032175032178,0.9999996758055034,0.0,84420672,2
2.1238680277777777,1.0931641956325178,0.05599427945945946,0.9325329397218257,0.19444444444444445,84220246,3
3.4763888888888888,1.16566633702799,0.00687902187902188,0.9604898653333652,0.25,84220198,3
73.25034722222225,0.3512187976094332,-1.5083156370656372,0.9999140584622856,0.0,84430629,0
1.8777777777777775,0.9544383152732536,0.04458172458172459,0.8852400439722548,0.05555555555555555,84220247,3
33.03055555555555,0.3856800614538874,-0.09090090090090093,0.9997516986040055,0.0,84410796,0
76.99999999999999,0.38866986044059276,0.21675675675675665,0.9999630003194281,0.0,84421006,0
4.530208333333333,0.5362404124874486,-0.02131435006435006,0.977474829642965,0.0,84320474,0
538.0142361111111,0.37516278327972413,-10.362305341055341,0.9999989264250114,0.0,84130190,0
348.55659722222214,0.5863113417236776,1.4914784427284427,0.999998317605457,0.0,84420679,0
157.246875,0.3926056892841462,-3.474065315315315,0.9999892027719779,0.0,84130091,0
77.275,0.47252576713018624,0.4571557271557273,0.9999361377019027,0.0,84411005,0
116.75763888888888,0.44354361886228805,0.4883172458172457,0.9999643869684268,0.0,84420849,0
162.42777777777775,0.3411024663455665,-0.3776576576576579,0.9999896233194157,0.0,84410795,0
355.60833333333335,0.4764850982407077,8.48917631917632,0.999998071149005,0.0,84421090,0
12.794444444444444,0.5067101155267283,-0.04540540540540537,0.9968978951444543,0.0,84320451,0
472.463888888889,0.364913845502901,1.206396396396397,0.999997878201821,0.0,84411004,0
3.4812499999999997,0.7994400232318875,0.07224259974259975,0.9664486283401836,0.08333333333333333,84220248,3
43.525000000000006,0.40261763617997287,-0.14029601029601033,0.9998798363996589,0.0,84411098,0
218.5524305555556,0.29141876709438247,2.1032866795366796,0.9999923240483756,0.0,84430831,0
8.960416666666667,0.37534927371086285,0.0011229086229086356,0.9950657176374549,0.0,84320441,0
110.76666666666667,0.33904676090799657,0.49513513513513524,0.9999624125284903,0.0,84421003,0
32.63576388888889,0.36949135087455554,-0.0650466537966538,0.9996132902358204,0.0,84410794,0
355.60833333333335,0.4764850982407077,8.48917631917632,0.999998071149005,0.0,84420678,0
2.889583333333334,1.4679091017997332,0.06556949806949806,0.0,0.4444444444444444,84220249,1
21.619444444444447,0.6290136072035859,-0.5235135135135136,0.9984554221428529,0.0,84130058,3
164.00555555555556,0.32919683561081475,-2.8540283140283127,0.9999853716999895,0.0,84430630,0
3.4763888888888888,1.16566633702799,0.00687902187902188,0.9604898653333652,0.25,84220250,3
77.87499999999997,0.586194359893815,-2.209073359073359,0.9998939898243748,0.0,84120183,0
207.29166666666663,0.3620557608219775,-4.776512226512226,0.9999947496628613,0.0,84130096,0
26.02400899444444,0.5525208814381465,-0.2672380882110682,0.9992376298903031,0.0,84220251,0
472.3277777777778,0.4593255808916165,-4.340386100386101,0.9999977782958062,0.0,84420661,0
16.294444444444444,0.6555050089212148,-0.2004375804375804,0.9969961868042012,0.0,84220252,3
29.86354166666667,0.44364924629886127,-0.11840894465894465,0.9995955346823168,0.0,84420858,0
68.34375,0.353156389415185,-0.0762998712998714,0.9998799720751644,0.0,84230214,0
33.03055555555555,0.3856800614538874,-0.09090090090090093,0.9997516986040055,0.0,84411002,0
244.3055555555556,0.30753627011828133,-1.3407464607464612,0.999994290593361,0.0,84420677,0
151.7923611111111,0.3190275796201137,-0.4855823680823682,0.9999874683236482,0.0,84420673,0
1376.2854166666666,0.6834660787906456,10.68522844272844,0.9999997472398131,0.0,84420848,2
